#label	HHS_region	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_display_name	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	biosample_acc	collected_by	collection_date	complete_fl	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	outbreak	sample_name	scientific_name	serovar	species_taxid	sra_center	sra_release_date	strain	sub_species	target_acc	target_creation_date	tax-id	wgs_acc_prefix	wgs_master_acc
PDT000078506.1|SAMEA1010253|GCA_001238245.1|Campylobacter jejuni||not known|OXC6310|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238245.1	7038_3#60	Contig	257329	1658157	15	NULL	Generic	PRJEB2075	SAMEA1010253	NULL	2011	1	2088478	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6310	NULL	PDT000078506.1	2015-08-05	197	CUJT	CUJT00000000.1
PDT000078507.1|SAMEA1010275|GCA_001238565.1|Campylobacter jejuni||not known|OXC6404|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238565.1	7065_7#56	Contig	330553	1734015	15	NULL	Generic	PRJEB2075	SAMEA1010275	NULL	2011	1	2088988	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6404	NULL	PDT000078507.1	2015-08-05	197	CUNG	CUNG00000000.1
PDT000078508.1|SAMEA1010512|GCA_001238765.1|Campylobacter jejuni||not known|OXC6514|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238765.1	7092_1#67	Contig	160205	1652221	20	NULL	Generic	PRJEB2075	SAMEA1010512	NULL	2011	1	2089298	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6514	NULL	PDT000078508.1	2015-08-05	197	CURJ	CURJ00000000.1
PDT000078509.1|SAMEA1010582|GCA_001238785.1|Campylobacter jejuni||not known|OXC6542|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238785.1	7092_1#95	Contig	178993	1839431	61	NULL	Generic	PRJEB2075	SAMEA1010582	NULL	2011	1	2089338	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6542	NULL	PDT000078509.1	2015-08-05	197	CUSO	CUSO00000000.1
PDT000078510.1|SAMEA1010499|GCA_001238805.1|Campylobacter jejuni||not known|OXC6388|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238805.1	7065_7#42	Contig	152205	1627953	17	NULL	Generic	PRJEB2075	SAMEA1010499	NULL	2011	1	2089378	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6388	NULL	PDT000078510.1	2015-08-05	197	CUMR	CUMR00000000.1
PDT000078511.1|SAMEA1010396|GCA_001238825.1|Campylobacter jejuni||not known|OXC6369|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238825.1	7065_7#23	Contig	209080	1594289	12	NULL	Generic	PRJEB2075	SAMEA1010396	NULL	2011	1	2089398	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6369	NULL	PDT000078511.1	2015-08-05	197	CULV	CULV00000000.1
PDT000078512.1|SAMEA1401513|GCA_001238885.1|Campylobacter jejuni||not known|OXC6637|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238885.1	7213_3#92	Contig	189375	1748312	17	NULL	Generic	PRJEB2075	SAMEA1401513	NULL	2011	1	2089558	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6637	NULL	PDT000078512.1	2015-08-05	197	CUVX	CUVX00000000.1
PDT000078513.1|SAMEA1010549|GCA_001238945.1|Campylobacter jejuni||not known|OXC6349|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238945.1	7065_7#3	Contig	188168	1823582	25	NULL	Generic	PRJEB2075	SAMEA1010549	NULL	2011	1	2089738	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6349	NULL	PDT000078513.1	2015-08-05	197	CUME	CUME00000000.1
PDT000078514.1|SAMEA1010673|GCA_001238965.1|Campylobacter jejuni||not known|OXC6507|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238965.1	7092_1#60	Contig	198904	1730182	21	NULL	Generic	PRJEB2075	SAMEA1010673	NULL	2011	1	2089758	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6507	NULL	PDT000078514.1	2015-08-05	197	CURC	CURC00000000.1
PDT000078515.1|SAMEA1401195|GCA_001238985.1|Campylobacter jejuni||not known|OXC6610|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001238985.1	7213_3#66	Contig	202447	1839090	56	NULL	Generic	PRJEB2075	SAMEA1401195	NULL	2011	1	2089878	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6610	NULL	PDT000078515.1	2015-08-05	197	CUUV	CUUV00000000.1
PDT000078516.1|SAMEA1010565|GCA_001239025.1|Campylobacter jejuni||not known|OXC6393|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239025.1	7065_7#47	Contig	194141	1664968	17	NULL	Generic	PRJEB2075	SAMEA1010565	NULL	2011	1	2089938	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6393	NULL	PDT000078516.1	2015-08-05	197	CUMX	CUMX00000000.1
PDT000078517.1|SAMEA1401318|GCA_001239045.1|Campylobacter jejuni||not known|OXC6546|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239045.1	7213_3#3	Contig	308157	1781744	57	NULL	Generic	PRJEB2075	SAMEA1401318	NULL	2011	1	2089978	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6546	NULL	PDT000078517.1	2015-08-05	197	CUTM	CUTM00000000.1
PDT000078518.1|SAMEA1010628|GCA_001239105.1|Campylobacter jejuni||not known|OXC6477|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239105.1	7092_1#30	Contig	153866	1703641	28	NULL	Generic	PRJEB2075	SAMEA1010628	NULL	2011	1	2090118	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6477	NULL	PDT000078518.1	2015-08-05	197	CUPV	CUPV00000000.1
PDT000078519.1|SAMEA1401415|GCA_001239205.1|Campylobacter jejuni||not known|OXC6555|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239205.1	7213_3#12	Contig	235313	1842751	47	NULL	Generic	PRJEB2075	SAMEA1401415	NULL	2011	1	2090358	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6555	NULL	PDT000078519.1	2015-08-05	197	CUST	CUST00000000.1
PDT000078520.1|SAMEA1401066|GCA_001239265.1|Campylobacter jejuni||not known|OXC6595|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239265.1	7213_3#52	Contig	218535	1832494	48	NULL	Generic	PRJEB2075	SAMEA1401066	NULL	2011	1	2090478	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6595	NULL	PDT000078520.1	2015-08-05	197	CUUI	CUUI00000000.1
PDT000078521.1|SAMEA1010612|GCA_001239305.1|Campylobacter jejuni||not known|OXC6459|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239305.1	7092_1#12	Contig	188173	1666090	21	NULL	Generic	PRJEB2075	SAMEA1010612	NULL	2011	1	2090538	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6459	NULL	PDT000078521.1	2015-08-05	197	CUPC	CUPC00000000.1
PDT000078522.1|SAMEA1010262|GCA_001239325.1|Campylobacter jejuni||not known|OXC6271|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239325.1	7038_3#22	Contig	257617	1652244	19	NULL	Generic	PRJEB2075	SAMEA1010262	NULL	2011	1	2090578	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6271	NULL	PDT000078522.1	2015-08-05	197	CUID	CUID00000000.1
PDT000078523.1|SAMEA1010531|GCA_001239345.1|Campylobacter jejuni||not known|OXC6525|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239345.1	7092_1#78	Contig	238705	1730382	20	NULL	Generic	PRJEB2075	SAMEA1010531	NULL	2011	1	2090618	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6525	NULL	PDT000078523.1	2015-08-05	197	CURV	CURV00000000.1
PDT000078524.1|SAMEA1401654|GCA_001239365.1|Campylobacter jejuni||not known|OXC6580|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239365.1	7213_3#37	Contig	221057	1701508	27	NULL	Generic	PRJEB2075	SAMEA1401654	NULL	2011	1	2090638	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6580	NULL	PDT000078524.1	2015-08-05	197	CUTU	CUTU00000000.1
PDT000078525.1|SAMEA1010347|GCA_001239445.1|Campylobacter jejuni||not known|OXC6274|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239445.1	7038_3#25	Contig	196088	1641313	18	NULL	Generic	PRJEB2075	SAMEA1010347	NULL	2011	1	2090818	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6274	NULL	PDT000078525.1	2015-08-05	197	CUIG	CUIG00000000.1
PDT000078526.1|SAMEA1010284|GCA_001239485.1|Campylobacter jejuni||not known|OXC6327|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239485.1	7038_3#77	Contig	146067	1734837	23	NULL	Generic	PRJEB2075	SAMEA1010284	NULL	2011	1	2090908	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6327	NULL	PDT000078526.1	2015-08-05	197	CUKK	CUKK00000000.1
PDT000078527.1|SAMEA1010479|GCA_001239645.1|Campylobacter jejuni||not known|OXC6455|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239645.1	7092_1#8	Contig	178304	1824890	23	NULL	Generic	PRJEB2075	SAMEA1010479	NULL	2011	1	2091188	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6455	NULL	PDT000078527.1	2015-08-05	197	CURX	CURX00000000.1
PDT000078528.1|SAMEA1010562|GCA_001239685.1|Campylobacter jejuni||not known|OXC6336|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001239685.1	7038_3#86	Contig	183136	1727205	19	NULL	Generic	PRJEB2075	SAMEA1010562	NULL	2011	1	2091288	United Kingdom	human	NULL	faeces	NULL	NULL	NULL	Campylobacter jejuni	not known	197	NULL	NULL	OXC6336	NULL	PDT000078528.1	2015-08-05	197	CUKV	CUKV00000000.1
PDT000083386.1|SAMEA3487080|GCA_001291505.1|Campylobacter jejuni||n/a|RC427|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291505.1	RC427_S44contigs.fa	Contig	17679	1764690	217	NULL	Generic	PRJEB9722	SAMEA3487080	NULL	2011-01-01	1	2323538	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC427	NULL	PDT000083386.1	2015-09-15	197	CYRN	CYRN00000000.1
PDT000083387.1|SAMEA3487061|GCA_001291565.1|Campylobacter jejuni||n/a|RC188|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291565.1	RC188_S25contigs.fa	Contig	21868	1801705	193	NULL	Generic	PRJEB9722	SAMEA3487061	NULL	2011-01-01	1	2323598	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC188	NULL	PDT000083387.1	2015-09-15	197	CYQU	CYQU00000000.1
PDT000083388.1|SAMEA3487084|GCA_001291585.1|Campylobacter jejuni||n/a|RC507|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291585.1	RC507_S48contigs.fa	Contig	26655	1601385	136	NULL	Generic	PRJEB9722	SAMEA3487084	NULL	2011-01-01	1	2323618	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC507	NULL	PDT000083388.1	2015-09-15	197	CYRT	CYRT00000000.1
PDT000083389.1|SAMEA3487059|GCA_001291625.1|Campylobacter jejuni||n/a|RC186|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291625.1	RC186_S23contigs.fa	Contig	22396	1799862	209	NULL	Generic	PRJEB9722	SAMEA3487059	NULL	2011-01-01	1	2323658	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC186	NULL	PDT000083389.1	2015-09-15	197	CYQS	CYQS00000000.1
PDT000083390.1|SAMEA3487045|GCA_001291645.1|Campylobacter jejuni||n/a|RC039|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291645.1	RC039_S9contigs.fa	Contig	16513	1798854	258	NULL	Generic	PRJEB9722	SAMEA3487045	NULL	2011-01-01	1	2323678	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC039	NULL	PDT000083390.1	2015-09-15	197	CYQG	CYQG00000000.1
PDT000083391.1|SAMEA3487057|GCA_001291685.1|Campylobacter jejuni||n/a|RC179|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291685.1	RC179_S21contigs.fa	Contig	126286	1804242	91	NULL	Generic	PRJEB9722	SAMEA3487057	NULL	2011-01-01	1	2323718	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC179	NULL	PDT000083391.1	2015-09-15	197	CYQR	CYQR00000000.1
PDT000083392.1|SAMEA3487060|GCA_001291705.1|Campylobacter jejuni||n/a|RC185|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291705.1	RC185_S24contigs.fa	Contig	38150	1761216	192	NULL	Generic	PRJEB9722	SAMEA3487060	NULL	2011-01-01	1	2323738	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC185	NULL	PDT000083392.1	2015-09-15	197	CYQV	CYQV00000000.1
PDT000083393.1|SAMEA3487065|GCA_001291805.1|Campylobacter jejuni||n/a|RC270|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291805.1	RC270_S29contigs.fa	Contig	27075	1709082	161	NULL	Generic	PRJEB9722	SAMEA3487065	NULL	2011-01-01	1	2323838	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC270	NULL	PDT000083393.1	2015-09-15	197	CYQY	CYQY00000000.1
PDT000083394.1|SAMEA3487038|GCA_001291825.1|Campylobacter jejuni||n/a|RC009|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291825.1	RC009_S2contigs.fa	Contig	22537	1652204	149	NULL	Generic	PRJEB9722	SAMEA3487038	NULL	2011-01-01	1	2323858	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC009	NULL	PDT000083394.1	2015-09-15	197	CYPY	CYPY00000000.1
PDT000083395.1|SAMEA3487082|GCA_001291925.1|Campylobacter jejuni||n/a|RC429|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291925.1	RC429_S46contigs.fa	Contig	22906	1624399	158	NULL	Generic	PRJEB9722	SAMEA3487082	NULL	2011-01-01	1	2323958	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC429	NULL	PDT000083395.1	2015-09-15	197	CYRQ	CYRQ00000000.1
PDT000083396.1|SAMEA3487085|GCA_001291945.1|Campylobacter jejuni||n/a|RC508|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291945.1	RC508_S49contigs.fa	Contig	42383	1804965	134	NULL	Generic	PRJEB9722	SAMEA3487085	NULL	2011-01-01	1	2323978	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC508	NULL	PDT000083396.1	2015-09-15	197	CYRS	CYRS00000000.1
PDT000083397.1|SAMEA3487088|GCA_001291965.1|Campylobacter jejuni||n/a|12502|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001291965.1	12502_S52contigs.fa	Contig	29568	1682351	150	NULL	Generic	PRJEB9722	SAMEA3487088	NULL	2011-01-01	1	2323998	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	12502	NULL	PDT000083397.1	2015-09-15	197	CYRV	CYRV00000000.1
PDT000083398.1|SAMEA3487056|GCA_001292025.1|Campylobacter jejuni||n/a|RC169|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292025.1	RC169_S20contigs.fa	Contig	57895	1749705	189	NULL	Generic	PRJEB9722	SAMEA3487056	NULL	2011-01-01	1	2324058	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC169	NULL	PDT000083398.1	2015-09-15	197	CYQQ	CYQQ00000000.1
PDT000083399.1|SAMEA3487087|GCA_001292045.1|Campylobacter jejuni||n/a|RC526|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292045.1	RC526_S51contigs.fa	Contig	14653	1649318	242	NULL	Generic	PRJEB9722	SAMEA3487087	NULL	2011-01-01	1	2324078	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC526	NULL	PDT000083399.1	2015-09-15	197	CYRW	CYRW00000000.1
PDT000083400.1|SAMEA3487073|GCA_001292145.1|Campylobacter jejuni||n/a|RC317|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292145.1	RC317_S37contigs.fa	Contig	25189	1803068	218	NULL	Generic	PRJEB9722	SAMEA3487073	NULL	2011-01-01	1	2324178	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC317	NULL	PDT000083400.1	2015-09-15	197	CYRH	CYRH00000000.1
PDT000083401.1|SAMEA3487086|GCA_001292185.1|Campylobacter jejuni||n/a|RC517|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292185.1	RC517_S50contigs.fa	Contig	72544	1701612	111	NULL	Generic	PRJEB9722	SAMEA3487086	NULL	2011-01-01	1	2324218	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC517	NULL	PDT000083401.1	2015-09-15	197	CYRU	CYRU00000000.1
PDT000083402.1|SAMEA3487048|GCA_001292245.1|Campylobacter jejuni||n/a|RC104|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292245.1	RC104_S12contigs.fa	Contig	15557	1701890	238	NULL	Generic	PRJEB9722	SAMEA3487048	NULL	2011-01-01	1	2324278	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC104	NULL	PDT000083402.1	2015-09-15	197	CYQH	CYQH00000000.1
PDT000083403.1|SAMEA3487055|GCA_001292285.1|Campylobacter jejuni||n/a|RC168|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292285.1	RC168_S19contigs.fa	Contig	26027	1724381	174	NULL	Generic	PRJEB9722	SAMEA3487055	NULL	2011-01-01	1	2324318	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC168	NULL	PDT000083403.1	2015-09-15	197	CYQP	CYQP00000000.1
PDT000083404.1|SAMEA3487066|GCA_001292385.1|Campylobacter jejuni||n/a|RC280|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292385.1	RC280_S30contigs.fa	Contig	22271	1798583	251	NULL	Generic	PRJEB9722	SAMEA3487066	NULL	2011-01-01	1	2324418	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC280	NULL	PDT000083404.1	2015-09-15	197	CYRB	CYRB00000000.1
PDT000083405.1|SAMEA3487062|GCA_001292465.1|Campylobacter jejuni||n/a|RC220|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001292465.1	RC220_S26contigs.fa	Contig	52636	1790933	131	NULL	Generic	PRJEB9722	SAMEA3487062	NULL	2011-01-01	1	2324498	NULL	Chicken	NULL	Supermarket	54.35 N 5.55 W	NULL	NULL	Campylobacter jejuni	n/a	197	NULL	NULL	RC220	NULL	PDT000083405.1	2015-09-15	197	CYRC	CYRC00000000.1
PDT000084613.1|SAMN03652757|GCA_001299565.1|Campylobacter jejuni subsp. jejuni|||RM3197|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_001299565.1	ASM129956v1	Complete Genome	1664565	1664565	1	NULL	Pathogen: clinical or host-associated	PRJNA283557	SAMN03652757	Al Lastovica	1995	1	2345478	South Africa: Cape Town	Homo sapiens	Guillain-Barre syndrome	Cape Town, South Africa	33.9253 S 18.4239 E	NULL	CjjRM3197	Campylobacter jejuni subsp. jejuni	NULL	197	NULL	NULL	RM3197	NULL	PDT000084613.1	2015-09-25	32022	NULL	NULL
PDT000084614.1|SAMN03652743|GCA_001299595.1|Campylobacter jejuni subsp. jejuni|||RM3196|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_001299595.1	ASM129959v1	Complete Genome	1664566	1664566	1	NULL	Pathogen: clinical or host-associated	PRJNA283556	SAMN03652743	Al Lastovica	1994	1	2345508	South Africa: Cape Town	Homo sapiens	Guillain-Barre syndrome	Cape Town, South Africa	33.9253 S 18.4239 E	NULL	CjjRM3196	Campylobacter jejuni subsp. jejuni	NULL	197	NULL	NULL	RM3196	NULL	PDT000084614.1	2015-09-25	32022	NULL	NULL
PDT000087014.1|SAMN04054191|GCA_001314285.1|Campylobacter jejuni|||RM1285|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_001314285.1	ASM131428v1	Complete Genome	1635803	1635803	1	NULL	Pathogen: environmental/food/other	PRJNA295067	SAMN04054191	Robert E. Mandrell	1997-08-27	1	2391138	USA: Albany CA	NULL	NULL	Exudate from chicken breast purchased at a retail location	37.89 N 122.30 W	NULL	RM1285	Campylobacter jejuni	NULL	197	NULL	NULL	RM1285	NULL	PDT000087014.1	2015-10-14	197	NULL	NULL
PDT000088234.1|SAMN04100936|GCA_001399865.1|Campylobacter jejuni|||COL B1-266|Pathogen: environmental/food/other	0	NULL	NULL	NULL	NULL	NULL	GCA_001399865.1	Campylobacter jejuni	Contig	8461	2014160	553	Newbler v. 2.7	Pathogen: environmental/food/other	PRJNA296596	SAMN04100936	Pilar Donado	2013-08-20	1	2494138	Colombia: Cundinamarca	NULL	NULL	animal cloacal swabs	missing	NULL	COL B1-266	Campylobacter jejuni	NULL	197	NULL	NULL	COL B1-266	NULL	PDT000088234.1	2015-10-19	197	LKIV	LKIV00000000.1
PDT000088236.1|SAMN03333108|GCA_001399955.1|Campylobacter fetus subsp. fetus|||H1-UY|Pathogen: clinical or host-associated	0	NULL	NULL	NULL	NULL	NULL	GCA_001399955.1	ASM139995v1	Contig	117911	1744879	34	Velvet v. 1.1	Pathogen: clinical or host-associated	PRJNA274865	SAMN03333108	Gabriela Algorta, Laura Betancor	2013	1	2494928	Uruguay	Homo sapiens	Bacteremia, cellulitis	blood	33 S 56 W	NULL	H1-UY	Campylobacter fetus subsp. fetus	NULL	196	NULL	NULL	H1-UY	NULL	PDT000088236.1	2015-10-20	32019	JYCP	JYCP00000000.1
PDT000088739.1|SAMEA3556546|GCA_001406895.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001406895.1	43_S41	Contig	18661	1635512	192	NULL	Generic	PRJEB10936	SAMEA3556546	NULL	2010	1	2505968	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088739.1	2015-10-22	197	CZIS	CZIS00000000.1
PDT000088740.1|SAMEA3556531|GCA_001406935.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001406935.1	27_S26	Contig	14883	1669674	214	NULL	Generic	PRJEB10936	SAMEA3556531	NULL	2010	1	2506008	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088740.1	2015-10-22	197	CZHI	CZHI00000000.1
PDT000088741.1|SAMEA3556567|GCA_001406955.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001406955.1	65_S63	Contig	36821	1621202	99	NULL	Generic	PRJEB10936	SAMEA3556567	NULL	2010	1	2506028	NULL	Environmental	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088741.1	2015-10-22	197	CZJN	CZJN00000000.1
PDT000088742.1|SAMEA3556541|GCA_001406975.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001406975.1	38_S48	Contig	12803	1659131	335	NULL	Generic	PRJEB10936	SAMEA3556541	NULL	2010	1	2506048	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088742.1	2015-10-22	197	CZIY	CZIY00000000.1
PDT000088743.1|SAMEA3556516|GCA_001406995.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001406995.1	13_S12	Contig	18853	1730026	235	NULL	Generic	PRJEB10936	SAMEA3556516	NULL	2010	1	2506068	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088743.1	2015-10-22	197	CZHV	CZHV00000000.1
PDT000088744.1|SAMEA3556564|GCA_001407015.1|Campylobacter jejuni||unknown|Campylobacter jejuni|Generic	0	NULL	NULL	NULL	NULL	NULL	GCA_001407015.1	62_S60	Contig	42059	1657714	89	NULL	Generic	PRJEB10936	SAMEA3556564	NULL	2010	1	2506088	NULL	Chicken	NULL	Madrid	40.43 N 3.70 W	NULL	NULL	Campylobacter jejuni	unknown	197	NULL	NULL	Campylobacter jejuni	NULL	PDT000088744.1	2015-10-22	197	CZJI	CZJI00000000.1
